answer_format,extracted_none,format_ok,numeric,numeric_exact,reasoning_format,reward_recomputed,reward_total,robust_numeric_exact,role,trace_call_index
0.2,0.0,0.0,0.1,0.0,0.30000000000000004,0.6000000000000001,0.6000000238418579,0.0,val,4
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,4
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,4
0.2,0.0,0.0,0.1,0.0,0.30000000000000004,0.6000000000000001,0.6000000238418579,0.0,val,4
0.2,0.0,0.0,0.1,0.0,0.30000000000000004,0.6000000000000001,0.6000000238418579,0.0,val,4
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,4
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,4
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,5
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,5
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,5
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,5
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,5
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,5
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,5
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,5
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,6
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,6
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,6
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,6
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,6
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,6
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,6
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,6
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,7
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,7
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,7
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,7
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,7
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,7
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,7
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,7
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,8
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,8
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,8
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,8
0.0,1.0,0.0,1.0,0.0,-0.3,0.7,0.699999988079071,0.0,val,8
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,8
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,8
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,8
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,9
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,9
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,9
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,9
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,9
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,9
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,9
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,9
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,10
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,10
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,10
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,10
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,10
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,10
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,10
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,10
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,11
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,11
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,11
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,11
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,11
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,11
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,11
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,11
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,12
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,12
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,12
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,12
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,12
0.0,1.0,0.0,0.1,0.0,-0.3,-0.19999999999999998,-0.20000000298023224,0.0,val,12
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,12
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,12
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,13
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.20000000000000004,1.4000000000000001,1.399999976158142,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.20000000000000004,1.4000000000000001,1.399999976158142,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,14
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,15
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,15
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,15
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,15
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,15
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,15
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,15
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,15
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,16
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,16
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,16
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,16
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,16
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,16
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,16
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,16
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,17
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,17
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,17
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,17
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,17
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,17
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,17
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,17
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,18
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,18
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,18
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,18
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,18
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,18
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,18
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,18
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,19
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,19
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,19
0.2,0.0,1.0,1.0,1.0,0.6,1.8,1.7999999523162842,1.0,val,19
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,19
0.0,1.0,0.0,1.0,0.0,2.7755575615628914e-17,1.0,1.0,0.0,val,19
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,19
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,19
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,20
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,20
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,20
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,20
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,20
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,20
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,20
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,20
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,21
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,21
0.0,1.0,0.0,1.0,0.0,-0.1,0.9,0.8999999761581421,0.0,val,21
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,21
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,21
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,21
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,21
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,21
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,22
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,22
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,22
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,22
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,22
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,22
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,22
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,22
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,23
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,23
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,23
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,23
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,23
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,23
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,23
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,23
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,24
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,24
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,24
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,24
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,24
0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,val,24
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,24
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,24
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,25
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,25
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,25
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,25
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,25
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,25
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,25
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,25
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,26
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,26
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,26
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,26
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,26
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,26
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,26
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,26
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,27
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,27
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,27
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,27
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,27
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,27
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,27
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,27
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,28
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,28
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,28
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,28
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,28
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,28
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,28
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,28
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,29
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,29
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,29
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,29
0.2,0.0,0.0,1.0,1.0,0.2,1.4,1.399999976158142,1.0,val,29
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,29
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,29
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,29
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,30
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,31
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,31
0.2,0.0,0.0,0.1,0.0,0.30000000000000004,0.6000000000000001,0.6000000238418579,0.0,val,31
0.2,0.0,0.0,0.25,0.0,0.2,0.65,0.6499999761581421,0.0,val,31
0.0,1.0,0.0,0.1,0.0,0.0,0.1,0.10000000149011612,0.0,val,31
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,31
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,31
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,31
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,32
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,32
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,32
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,32
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,32
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,32
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,32
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,32
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,33
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,33
0.2,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.0,val,33
0.0,1.0,0.0,0.1,0.0,-0.1,0.0,0.0,0.0,val,33
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,33
0.0,1.0,0.0,1.0,0.0,-0.1,0.9,0.8999999761581421,0.0,val,33
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,33
0.2,0.0,1.0,0.1,0.0,0.6,0.9,0.8999999761581421,0.0,val,33
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,34
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,35
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,35
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,35
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,35
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,35
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,35
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,35
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,35
0.1,0.0,0.0,1.0,1.0,-0.3,0.8,0.800000011920929,1.0,val,36
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,36
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,36
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,36
0.1,0.0,0.0,0.1,0.0,-0.3,-0.09999999999999998,-0.10000000149011612,0.0,val,36
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,36
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,36
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,36
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,37
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,38
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,38
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,38
0.0,1.0,0.0,0.25,0.0,-0.3,-0.04999999999999999,-0.05000000074505806,0.0,val,38
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,38
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,38
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,38
0.2,0.0,0.0,0.25,0.0,0.1,0.55,0.550000011920929,0.0,val,38
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,39
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,39
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,39
0.2,0.0,0.0,0.1,0.0,0.1,0.4,0.4000000059604645,0.0,val,39
0.2,0.0,0.0,1.0,1.0,0.1,1.3,1.2999999523162842,1.0,val,39
